,Class
8596,6
8597,1
8598,3
8599,10
8600,19
8601,12
8602,17
8603,6
8604,16
8605,12
8606,3
8607,2
8608,5
8609,18
8610,7
8611,0
8612,8
8613,10
8614,5
8615,6
8616,1
8617,18
8618,13
8619,2
8620,7
8621,5
8622,13
8623,18
8624,16
8625,16
8626,17
8627,1
8628,5
8629,1
8630,8
8631,18
8632,3
8633,7
8634,1
8635,15
8636,18
8637,13
8638,6
8639,3
8640,15
8641,17
8642,7
8643,0
8644,8
8645,0
8646,4
8647,4
8648,10
8649,15
8650,17
8651,10
8652,14
8653,13
8654,0
8655,17
8656,5
8657,14
8658,6
8659,8
8660,7
8661,9
8662,17
8663,2
8664,1
8665,11
8666,1
8667,12
8668,1
8669,14
8670,7
8671,5
8672,2
8673,16
8674,4
8675,19
8676,14
8677,5
8678,5
8679,4
8680,2
8681,16
8682,9
8683,0
8684,6
8685,12
8686,3
8687,14
8688,13
8689,0
8690,16
8691,14
8692,15
8693,10
8694,3
8695,2
8696,10
8697,10
8698,1
8699,8
8700,9
8701,3
8702,10
8703,11
8704,11
8705,17
8706,14
8707,13
8708,0
8709,12
8710,18
8711,14
8712,12
8713,16
8714,0
8715,8
8716,6
8717,8
8718,14
8719,4
8720,19
8721,11
8722,1
8723,14
8724,3
8725,0
8726,16
8727,4
8728,11
8729,9
8730,12
8731,6
8732,12
8733,13
8734,17
8735,9
8736,7
8737,3
8738,8
8739,1
8740,10
8741,3
8742,11
8743,7
8744,0
8745,19
8746,11
8747,14
8748,16
8749,15
8750,18
8751,5
8752,5
8753,6
8754,9
8755,5
8756,2
8757,0
8758,4
8759,7
8760,16
8761,0
8762,2
8763,0
8764,7
8765,13
8766,1
8767,14
8768,10
8769,10
8770,18
8771,2
8772,7
8773,0
8774,14
8775,8
8776,17
8777,2
8778,15
8779,6
8780,4
8781,4
8782,18
8783,13
8784,17
8785,12
8786,4
8787,1
8788,13
8789,3
8790,1
8791,7
8792,5
8793,3
8794,17
8795,13
8796,7
8797,11
8798,19
8799,12
8800,13
8801,13
8802,8
8803,3
8804,10
8805,4
8806,0
8807,11
8808,6
8809,1
8810,4
8811,5
8812,14
8813,1
8814,10
8815,5
8816,1
8817,14
8818,16
8819,15
8820,13
8821,8
8822,14
8823,2
8824,10
8825,5
8826,9
8827,11
8828,5
8829,10
8830,7
8831,18
8832,18
8833,5
8834,4
8835,16
8836,16
8837,11
8838,9
8839,8
8840,11
8841,16
8842,9
8843,8
8844,15
8845,9
8846,10
8847,8
8848,3
8849,6
8850,0
8851,10
8852,14
8853,19
8854,18
8855,2
8856,3
8857,4
8858,5
8859,13
8860,9
8861,6
8862,1
8863,1
8864,17
8865,2
8866,17
8867,12
8868,1
8869,8
8870,10
8871,6
8872,10
8873,15
8874,2
8875,9
8876,5
8877,10
8878,5
8879,0
8880,9
8881,17
8882,6
8883,12
8884,1
8885,12
8886,4
8887,10
8888,6
8889,16
8890,15
8891,3
8892,9
8893,0
8894,1
8895,10
8896,10
8897,14
8898,14
8899,19
8900,14
8901,4
8902,5
8903,18
8904,19
8905,15
8906,6
8907,7
8908,9
8909,12
8910,3
8911,13
8912,18
8913,12
8914,1
8915,5
8916,5
8917,19
8918,6
8919,4
8920,12
8921,2
8922,12
8923,12
8924,5
8925,19
8926,10
8927,9
8928,13
8929,5
8930,5
8931,2
8932,16
8933,12
8934,9
8935,12
8936,16
8937,7
8938,5
8939,13
8940,3
8941,17
8942,8
8943,18
8944,6
8945,1
8946,17
8947,3
8948,1
8949,2
8950,5
8951,11
8952,4
8953,10
8954,19
8955,7
8956,2
8957,4
8958,3
8959,2
8960,6
8961,13
8962,7
8963,0
8964,10
8965,14
8966,4
8967,16
8968,10
8969,6
8970,16
8971,8
8972,12
8973,9
8974,1
8975,11
8976,14
8977,19
8978,2
8979,15
8980,13
8981,6
8982,10
8983,12
8984,15
8985,2
8986,8
8987,13
8988,9
8989,1
8990,1
8991,15
8992,15
8993,4
8994,2
8995,3
8996,6
8997,11
8998,4
8999,5
9000,3
9001,10
9002,8
9003,3
9004,0
9005,9
9006,6
9007,3
9008,0
9009,1
9010,13
9011,10
9012,7
9013,14
9014,13
9015,6
9016,6
9017,6
9018,13
9019,8
9020,6
9021,5
9022,5
9023,6
9024,2
9025,5
9026,11
9027,10
9028,3
9029,4
9030,3
9031,17
9032,19
9033,18
9034,12
9035,5
9036,11
9037,15
9038,3
9039,13
9040,13
9041,10
9042,17
9043,9
9044,8
9045,5
9046,4
9047,18
9048,13
9049,18
9050,18
9051,8
9052,5
9053,17
9054,1
9055,7
9056,7
9057,6
9058,17
9059,19
9060,2
9061,3
9062,3
9063,5
9064,5
9065,6
9066,10
9067,14
9068,9
9069,17
9070,8
9071,4
9072,11
9073,14
9074,10
9075,2
9076,7
9077,18
9078,7
9079,13
9080,12
9081,8
9082,6
9083,4
9084,16
9085,15
9086,15
9087,5
9088,11
9089,5
9090,5
9091,10
9092,16
9093,13
9094,4
9095,13
9096,0
9097,11
9098,1
9099,10
9100,17
9101,0
9102,3
9103,6
9104,10
9105,15
9106,19
9107,1
9108,6
9109,19
9110,17
9111,11
9112,4
9113,3
9114,5
9115,12
9116,14
9117,12
9118,8
9119,11
9120,17
9121,19
9122,18
9123,16
9124,14
9125,15
9126,15
9127,16
9128,10
9129,1
9130,5
9131,16
9132,16
9133,19
9134,10
9135,14
9136,18
9137,6
9138,14
9139,13
9140,0
9141,3
9142,5
9143,8
9144,2
9145,2
9146,7
9147,9
9148,9
9149,4
9150,3
9151,16
9152,12
9153,2
9154,8
9155,8
9156,10
9157,17
9158,15
9159,9
9160,7
9161,8
9162,16
9163,11
9164,14
9165,18
9166,14
9167,1
9168,4
9169,18
9170,9
9171,5
9172,14
9173,8
9174,12
9175,15
9176,5
9177,4
9178,11
9179,17
9180,18
9181,5
9182,5
9183,16
9184,5
9185,17
9186,17
9187,11
9188,15
9189,15
9190,15
9191,8
9192,1
9193,5
9194,5
9195,11
9196,14
9197,7
9198,11
9199,6
9200,11
9201,6
9202,13
9203,10
9204,19
9205,4
9206,2
9207,15
9208,17
9209,13
9210,17
9211,1
9212,3
9213,11
9214,16
9215,1
9216,8
9217,13
9218,9
9219,12
9220,13
9221,0
9222,18
9223,18
9224,19
9225,7
9226,5
9227,0
9228,4
9229,6
9230,13
9231,15
9232,6
9233,12
9234,14
9235,4
9236,3
9237,17
9238,14
9239,3
9240,16
9241,9
9242,2
9243,2
9244,11
9245,6
9246,12
9247,11
9248,7
9249,17
9250,7
9251,5
9252,11
9253,4
9254,15
9255,7
9256,17
9257,16
9258,6
9259,13
9260,8
9261,14
9262,17
9263,12
9264,0
9265,8
9266,9
9267,11
9268,0
9269,17
9270,14
9271,7
9272,12
9273,9
9274,0
9275,13
9276,12
9277,14
9278,3
9279,6
9280,0
9281,10
9282,8
9283,16
9284,6
9285,3
9286,8
9287,13
9288,7
9289,9
9290,10
9291,5
9292,6
9293,17
9294,11
9295,9
9296,11
9297,9
9298,8
9299,5
9300,7
9301,5
9302,7
9303,3
9304,8
9305,4
9306,5
9307,12
9308,9
9309,9
9310,10
9311,5
9312,13
9313,1
9314,14
9315,3
9316,3
9317,8
9318,3
9319,6
9320,7
9321,5
9322,0
9323,2
9324,0
9325,11
9326,14
9327,5
9328,17
9329,1
9330,16
9331,13
9332,10
9333,2
9334,15
9335,11
9336,10
9337,2
9338,2
9339,16
9340,13
9341,8
9342,8
9343,2
9344,7
9345,1
9346,11
9347,9
9348,16
9349,2
9350,5
9351,1
9352,0
9353,14
9354,6
9355,9
9356,0
9357,14
9358,12
9359,13
9360,15
9361,9
9362,1
9363,2
9364,12
9365,1
9366,7
9367,13
9368,19
9369,18
9370,12
9371,1
9372,10
9373,15
9374,8
9375,10
9376,0
9377,5
9378,14
9379,18
9380,4
9381,4
9382,16
9383,1
9384,15
9385,11
9386,14
9387,13
9388,2
9389,10
9390,14
9391,19
9392,11
9393,4
9394,0
9395,8
9396,8
9397,10
9398,3
9399,13
9400,8
9401,7
9402,11
9403,13
9404,1
9405,5
9406,13
9407,0
9408,5
9409,14
9410,6
9411,13
9412,7
9413,1
9414,0
9415,3
9416,14
9417,11
9418,2
9419,7
9420,10
9421,9
9422,8
9423,17
9424,13
9425,12
9426,12
9427,19
9428,9
9429,11
9430,17
9431,2
9432,9
9433,3
9434,7
9435,12
9436,9
9437,18
9438,13
9439,15
9440,13
9441,14
9442,13
9443,11
9444,15
9445,14
9446,18
9447,2
9448,5
9449,7
9450,6
9451,16
9452,6
9453,19
9454,0
9455,2
9456,14
9457,19
9458,12
9459,12
9460,11
9461,13
9462,8
9463,9
9464,9
9465,12
9466,13
9467,4
9468,12
9469,17
9470,12
9471,18
9472,13
9473,6
9474,19
9475,4
9476,19
9477,16
9478,0
9479,10
9480,8
9481,8
9482,18
9483,0
9484,17
9485,0
9486,1
9487,19
9488,16
9489,3
9490,6
9491,2
9492,1
9493,1
9494,7
9495,2
9496,11
9497,7
9498,4
9499,17
9500,1
9501,13
9502,0
9503,7
9504,14
9505,10
9506,2
9507,19
9508,17
9509,8
9510,14
9511,9
9512,17
9513,0
9514,18
9515,0
9516,10
9517,6
9518,11
9519,9
9520,10
9521,9
9522,18
9523,14
9524,17
9525,11
9526,10
9527,7
9528,4
9529,19
9530,0
9531,14
9532,0
9533,16
9534,5
9535,12
9536,6
9537,8
9538,6
9539,4
9540,8
9541,13
9542,16
9543,0
9544,15
9545,4
9546,9
9547,13
9548,6
9549,11
9550,7
9551,6
9552,17
9553,7
9554,13
9555,5
9556,8
9557,8
9558,4
9559,12
9560,2
9561,4
9562,4
9563,11
9564,0
9565,10
9566,10
9567,8
9568,2
9569,2
9570,8
9571,4
9572,15
9573,13
9574,0
9575,19
9576,9
9577,13
9578,18
9579,16
9580,3
9581,8
9582,7
9583,5
9584,17
9585,19
9586,14
9587,7
9588,15
9589,1
9590,10
9591,8
9592,18
9593,14
9594,7
9595,12
9596,6
9597,3
9598,14
9599,11
9600,8
9601,7
9602,6
9603,8
9604,2
9605,15
9606,12
9607,5
9608,5
9609,18
9610,12
9611,15
9612,12
9613,15
9614,14
9615,3
9616,6
9617,3
9618,15
9619,3
9620,0
9621,5
9622,1
9623,3
9624,4
9625,10
9626,8
9627,15
9628,10
9629,10
9630,1
9631,14
9632,19
9633,18
9634,15
9635,2
9636,4
9637,15
9638,2
9639,5
9640,6
9641,7
9642,15
9643,2
9644,11
9645,2
9646,1
9647,12
9648,12
9649,8
9650,3
9651,17
9652,16
9653,13
9654,8
9655,9
9656,2
9657,6
9658,2
9659,4
9660,17
9661,12
9662,17
9663,5
9664,9
9665,6
9666,6
9667,17
9668,8
9669,5
9670,6
9671,10
9672,1
9673,3
9674,14
9675,16
9676,14
9677,13
9678,8
9679,10
9680,2
9681,0
9682,10
9683,9
9684,0
9685,8
9686,12
9687,16
9688,5
9689,2
9690,12
9691,9
9692,10
9693,0
9694,3
9695,13
9696,2
9697,5
9698,17
9699,13
9700,0
9701,17
9702,14
9703,3
9704,2
9705,12
9706,10
9707,1
9708,11
9709,6
9710,9
9711,12
9712,7
9713,8
9714,18
9715,3
9716,13
9717,15
9718,15
9719,18
9720,6
9721,12
9722,13
9723,10
9724,0
9725,10
9726,13
9727,2
9728,2
9729,4
9730,18
9731,11
9732,16
9733,1
9734,9
9735,11
9736,18
9737,6
9738,14
9739,5
9740,1
9741,1
9742,17
9743,0
9744,0
9745,11
9746,2
9747,4
9748,4
9749,6
9750,11
9751,16
9752,0
9753,7
9754,10
9755,15
9756,3
9757,5
9758,1
9759,16
9760,17
9761,7
9762,6
9763,13
9764,12
9765,6
9766,0
9767,7
9768,13
9769,2
9770,16
9771,1
9772,3
9773,4
9774,0
9775,12
9776,10
9777,18
9778,14
9779,3
9780,9
9781,17
9782,11
9783,9
9784,12
9785,4
9786,9
9787,10
9788,6
9789,7
9790,11
9791,19
9792,0
9793,6
9794,8
9795,16
9796,18
9797,8
9798,9
9799,12
9800,15
9801,15
9802,10
9803,1
9804,18
9805,14
9806,5
9807,2
9808,1
9809,8
9810,12
9811,6
9812,12
9813,8
9814,15
9815,19
9816,7
9817,8
9818,18
9819,14
9820,14
9821,2
9822,18
9823,17
9824,8
9825,11
9826,6
9827,17
9828,0
9829,3
9830,12
9831,0
9832,12
9833,7
9834,4
9835,16
9836,17
9837,1
9838,12
9839,18
9840,13
9841,7
9842,3
9843,8
9844,11
9845,18
9846,16
9847,17
9848,16
9849,1
9850,3
9851,12
9852,8
9853,15
9854,17
9855,13
9856,19
9857,12
9858,18
9859,10
9860,8
9861,9
9862,3
9863,8
9864,15
9865,17
9866,19
9867,8
9868,9
9869,16
9870,7
9871,9
9872,11
9873,13
9874,9
9875,15
9876,2
9877,8
9878,5
9879,15
9880,17
9881,14
9882,9
9883,4
9884,4
9885,6
9886,1
9887,16
9888,18
9889,9
9890,4
9891,11
9892,9
9893,6
9894,6
9895,8
9896,8
9897,18
9898,13
9899,6
9900,17
9901,13
9902,0
9903,0
9904,15
9905,3
9906,5
9907,13
9908,1
9909,13
9910,9
9911,10
9912,11
9913,3
9914,13
9915,6
9916,18
9917,3
9918,9
9919,4
9920,11
9921,6
9922,5
9923,19
9924,7
9925,1
9926,9
9927,13
9928,12
9929,7
9930,17
9931,15
9932,8
9933,12
9934,13
9935,7
9936,17
9937,6
9938,14
9939,4
9940,16
9941,6
9942,2
9943,9
9944,7
9945,18
9946,14
9947,4
9948,1
9949,2
9950,3
9951,7
9952,7
9953,13
9954,4
9955,12
9956,10
9957,9
9958,5
9959,6
9960,4
9961,17
9962,4
9963,0
9964,1
9965,7
9966,7
9967,12
9968,3
9969,15
9970,9
9971,1
9972,3
9973,17
9974,19
9975,14
9976,0
9977,17
9978,7
9979,10
9980,1
9981,10
9982,18
9983,11
9984,4
9985,12
9986,0
9987,16
9988,8
9989,12
9990,13
9991,13
9992,9
9993,5
9994,17
9995,15
9996,8
9997,16
9998,2
9999,4
10000,3
10001,13
10002,17
10003,18
10004,12
10005,4
10006,15
10007,19
10008,17
10009,8
10010,4
10011,2
10012,9
10013,13
10014,14
10015,0
10016,19
10017,4
10018,4
10019,17
10020,8
10021,9
10022,9
10023,9
10024,8
10025,2
10026,3
10027,18
10028,2
10029,5
10030,15
10031,2
10032,2
10033,2
10034,19
10035,12
10036,1
10037,16
10038,0
10039,7
10040,6
10041,11
10042,11
10043,11
10044,8
10045,4
10046,9
10047,6
10048,1
10049,15
10050,9
10051,15
10052,12
10053,3
10054,4
10055,2
10056,0
10057,3
10058,1
10059,19
10060,10
10061,8
10062,8
10063,17
10064,3
10065,3
10066,13
10067,5
10068,11
10069,16
10070,13
10071,18
10072,16
10073,4
10074,11
10075,1
10076,11
10077,0
10078,5
10079,10
10080,10
10081,2
10082,14
10083,5
10084,5
10085,17
10086,7
10087,11
10088,15
10089,16
10090,19
10091,11
10092,12
10093,6
10094,3
10095,16
10096,18
10097,18
10098,19
10099,12
10100,16
10101,1
10102,13
10103,11
10104,14
10105,13
10106,19
10107,2
10108,16
10109,11
10110,13
10111,12
10112,6
10113,1
10114,6
10115,11
10116,14
10117,11
10118,4
10119,1
10120,11
10121,17
10122,14
10123,7
10124,7
10125,15
10126,9
10127,16
10128,9
10129,4
10130,5
10131,13
10132,17
10133,6
10134,3
10135,4
10136,18
10137,4
10138,4
10139,19
10140,16
10141,4
10142,18
10143,9
10144,2
10145,18
10146,19
10147,10
10148,7
10149,17
10150,18
10151,18
10152,1
10153,17
10154,15
10155,1
10156,16
10157,7
10158,18
10159,10
10160,11
10161,15
10162,5
10163,5
10164,4
10165,2
10166,17
10167,9
10168,2
10169,3
10170,6
10171,4
10172,3
10173,6
10174,2
10175,12
10176,15
10177,5
10178,5
10179,18
10180,17
10181,17
10182,9
10183,0
10184,18
10185,18
10186,12
10187,8
10188,3
10189,10
10190,16
10191,14
10192,4
10193,9
10194,16
10195,10
10196,15
10197,2
10198,3
10199,8
10200,12
10201,15
10202,0
10203,2
10204,4
10205,5
10206,8
10207,1
10208,8
10209,14
10210,5
10211,3
10212,13
10213,0
10214,6
10215,4
10216,2
10217,1
10218,17
10219,17
10220,10
10221,4
10222,0
10223,3
10224,9
10225,3
10226,7
10227,18
10228,6
10229,15
10230,10
10231,6
10232,13
10233,13
10234,5
10235,16
10236,17
10237,17
10238,1
10239,12
10240,4
10241,1
10242,1
10243,10
10244,6
10245,4
10246,8
10247,6
10248,13
10249,13
10250,7
10251,19
10252,15
10253,5
10254,9
10255,15
10256,9
10257,11
10258,2
10259,9
10260,9
10261,17
10262,16
10263,7
10264,6
10265,3
10266,6
10267,9
10268,11
10269,15
10270,4
10271,3
10272,8
10273,2
10274,16
10275,19
10276,4
10277,5
10278,8
10279,7
10280,13
10281,4
10282,14
10283,18
10284,19
10285,10
10286,19
10287,2
10288,7
10289,14
10290,7
10291,18
10292,3
10293,9
10294,14
10295,5
10296,14
10297,12
10298,3
10299,0
10300,0
10301,2
10302,9
10303,3
10304,15
10305,1
10306,5
10307,9
10308,13
10309,8
10310,6
10311,16
10312,17
10313,8
10314,2
10315,1
10316,17
10317,14
10318,14
10319,4
10320,13
10321,16
10322,9
10323,0
10324,3
10325,2
10326,5
10327,12
10328,9
10329,4
10330,18
10331,13
10332,2
10333,6
10334,2
10335,11
10336,9
10337,9
10338,13
10339,8
10340,14
10341,19
10342,9
10343,14
10344,5
10345,4
10346,1
10347,6
10348,16
10349,18
10350,14
10351,9
10352,10
10353,10
10354,10
10355,6
10356,15
10357,3
10358,14
10359,10
10360,3
10361,1
10362,15
10363,14
10364,11
10365,0
10366,0
10367,2
10368,17
10369,5
10370,4
10371,10
10372,12
10373,14
10374,6
10375,17
10376,1
10377,7
10378,15
10379,11
10380,18
10381,6
10382,18
10383,12
10384,2
10385,8
10386,8
10387,16
10388,17
10389,1
10390,15
10391,5
10392,2
10393,12
10394,6
10395,5
10396,7
10397,15
10398,0
10399,7
10400,6
10401,15
10402,1
10403,9
10404,10
10405,15
10406,4
10407,8
10408,0
10409,1
10410,8
10411,16
10412,10
10413,14
10414,9
10415,9
10416,3
10417,10
10418,2
10419,14
10420,8
10421,2
10422,4
10423,10
10424,14
10425,9
10426,6
10427,3
10428,10
10429,8
10430,18
10431,7
10432,4
10433,17
10434,6
10435,14
10436,15
10437,19
10438,5
10439,1
10440,17
10441,6
10442,11
10443,10
10444,15
10445,2
10446,10
10447,17
10448,12
10449,10
10450,7
10451,12
10452,15
10453,18
10454,8
10455,1
10456,13
10457,3
10458,4
10459,12
10460,10
10461,11
10462,18
10463,11
10464,13
10465,18
10466,15
10467,0
10468,6
10469,0
10470,5
10471,6
10472,18
10473,3
10474,14
10475,15
10476,14
10477,16
10478,3
10479,7
10480,10
10481,1
10482,13
10483,11
10484,16
10485,18
10486,12
10487,9
10488,17
10489,0
10490,8
10491,8
10492,8
10493,9
10494,14
10495,16
10496,13
10497,19
10498,5
10499,5
10500,13
10501,8
10502,19
10503,2
10504,10
10505,19
10506,6
10507,18
10508,18
10509,7
10510,6
10511,1
10512,13
10513,4
10514,6
10515,2
10516,9
10517,2
10518,8
10519,13
10520,12
10521,7
10522,15
10523,1
10524,11
10525,15
10526,11
10527,10
10528,11
10529,17
10530,5
10531,9
10532,17
10533,17
10534,0
10535,17
10536,10
10537,14
10538,6
10539,11
10540,14
10541,6
10542,13
10543,18
10544,8
10545,7
10546,5
10547,17
10548,8
10549,2
10550,2
10551,16
10552,3
10553,6
10554,4
10555,8
10556,3
10557,12
10558,11
10559,15
10560,10
10561,1
10562,8
10563,9
10564,15
10565,10
10566,19
10567,4
10568,17
10569,11
10570,1
10571,3
10572,7
10573,4
10574,3
10575,2
10576,5
10577,10
10578,4
10579,15
10580,9
10581,19
10582,1
10583,13
10584,16
10585,5
10586,7
10587,17
10588,11
10589,19
10590,13
10591,6
10592,5
10593,6
10594,17
10595,9
10596,1
10597,18
10598,11
10599,10
10600,3
10601,1
10602,7
10603,3
10604,9
10605,17
10606,7
10607,10
10608,7
10609,16
10610,2
10611,8
10612,1
10613,9
10614,11
10615,8
10616,17
10617,17
10618,8
10619,17
10620,2
10621,11
10622,19
10623,8
10624,1
10625,1
10626,15
10627,8
10628,14
10629,5
10630,18
10631,6
10632,8
10633,4
10634,15
10635,18
10636,10
10637,12
10638,10
10639,14
10640,15
10641,19
10642,2
10643,10
10644,4
10645,18
10646,2
10647,5
10648,4
10649,3
10650,12
10651,17
10652,8
10653,2
10654,13
10655,9
10656,18
10657,4
10658,13
10659,9
10660,15
10661,17
10662,12
10663,15
10664,9
10665,17
10666,16
10667,3
10668,11
10669,9
10670,15
10671,16
10672,0
10673,12
10674,14
10675,9
10676,19
10677,3
10678,8
10679,9
10680,5
10681,4
10682,8
10683,10
10684,15
10685,8
10686,1
10687,6
10688,16
10689,19
10690,15
10691,7
10692,4
10693,10
10694,6
10695,4
10696,12
10697,5
10698,0
10699,13
10700,4
10701,17
10702,17
10703,15
10704,15
10705,11
10706,10
10707,12
10708,8
10709,10
10710,11
10711,7
10712,13
10713,2
10714,5
10715,10
10716,8
10717,8
10718,5
10719,4
10720,11
10721,19
10722,15
10723,1
10724,5
10725,17
10726,7
10727,6
10728,12
10729,16
10730,5
10731,8
10732,12
10733,5
10734,19
10735,1
10736,12
10737,3
10738,2
10739,12
10740,11
10741,0
10742,19
10743,10
10744,9
10745,4
10746,19
10747,19
10748,9
10749,7
10750,4
10751,10
10752,9
10753,9
10754,13
10755,12
10756,18
10757,17
10758,12
10759,19
10760,14
10761,15
10762,12
10763,4
10764,7
10765,13
10766,4
10767,13
10768,15
10769,7
10770,14
10771,8
10772,1
10773,1
10774,14
10775,15
10776,7
10777,14
10778,12
10779,11
10780,0
10781,17
10782,0
10783,11
10784,10
10785,8
10786,8
10787,10
10788,3
10789,10
10790,13
10791,10
10792,9
10793,9
10794,19
10795,0
10796,6
10797,17
10798,10
10799,5
10800,5
10801,18
10802,13
10803,15
10804,5
10805,14
10806,13
10807,3
10808,7
10809,11
10810,6
10811,4
10812,11
10813,5
10814,12
10815,16
10816,16
10817,17
10818,6
10819,15
10820,11
10821,17
10822,13
10823,18
10824,9
10825,3
10826,17
10827,9
10828,9
10829,13
10830,15
10831,11
10832,0
10833,1
10834,5
10835,15
10836,12
10837,13
10838,11
10839,16
10840,15
10841,11
10842,6
10843,11
10844,12
10845,12
10846,11
10847,11
10848,3
10849,14
10850,9
10851,14
10852,8
10853,5
10854,13
10855,12
10856,3
10857,16
10858,18
10859,17
10860,7
10861,4
10862,6
10863,16
10864,11
10865,11
10866,13
10867,6
10868,3
10869,10
10870,3
10871,4
10872,15
10873,4
10874,2
10875,13
10876,7
10877,0
10878,4
10879,5
10880,2
10881,7
10882,4
10883,7
10884,15
10885,3
10886,16
10887,19
10888,10
10889,6
10890,1
10891,13
10892,0
10893,17
10894,15
10895,19
10896,0
10897,15
10898,17
10899,12
10900,19
10901,13
10902,17
10903,12
10904,0
10905,16
10906,18
10907,11
10908,10
10909,10
10910,9
10911,3
10912,15
10913,19
10914,7
10915,18
10916,17
10917,1
10918,7
10919,2
10920,7
10921,9
10922,0
10923,4
10924,8
10925,13
10926,3
10927,1
10928,10
10929,16
10930,5
10931,14
10932,3
10933,3
10934,13
10935,1
10936,2
10937,12
10938,13
10939,17
10940,3
10941,4
10942,8
10943,15
10944,9
10945,8
10946,5
10947,8
10948,1
10949,8
10950,2
10951,1
10952,13
10953,6
10954,3
10955,10
10956,6
10957,8
10958,3
10959,11
10960,9
10961,16
10962,10
10963,15
10964,14
10965,9
10966,16
10967,8
10968,1
10969,19
10970,1
10971,14
10972,8
10973,1
10974,18
10975,4
10976,5
10977,15
10978,5
10979,16
10980,14
10981,4
10982,6
10983,9
10984,2
10985,4
10986,19
10987,18
10988,10
10989,2
10990,0
10991,12
10992,8
10993,8
10994,3
10995,14
10996,3
10997,9
10998,1
10999,4
11000,7
11001,14
11002,14
11003,1
11004,19
11005,1
11006,7
11007,10
11008,17
11009,12
11010,3
11011,12
11012,19
11013,12
11014,19
11015,18
11016,19
11017,6
11018,5
11019,3
11020,7
11021,4
11022,14
11023,11
11024,13
11025,0
11026,15
11027,15
11028,14
11029,10
11030,15
11031,0
11032,19
11033,17
11034,1
11035,19
11036,7
11037,16
11038,4
11039,19
11040,13
11041,11
11042,10
11043,5
11044,10
11045,15
11046,7
11047,5
11048,13
11049,8
11050,5
11051,14
11052,15
11053,10
11054,13
11055,8
11056,17
11057,14
11058,5
11059,17
11060,14
11061,17
11062,14
11063,0
11064,6
11065,17
11066,19
11067,5
11068,4
11069,0
11070,12
11071,8
11072,19
11073,13
11074,17
11075,1
11076,12
11077,14
11078,3
11079,18
11080,7
11081,1
11082,9
11083,8
11084,11
11085,2
11086,16
11087,14
11088,17
11089,2
11090,12
11091,19
11092,8
11093,9
11094,2
11095,15
11096,13
11097,10
11098,14
11099,13
11100,5
11101,2
11102,1
11103,12
11104,14
11105,8
11106,4
11107,0
11108,10
11109,7
11110,16
11111,0
11112,18
11113,6
11114,12
11115,14
11116,5
11117,13
11118,9
11119,7
11120,17
11121,7
11122,3
11123,2
11124,18
11125,8
11126,7
11127,7
11128,1
11129,11
11130,8
11131,3
11132,6
11133,11
11134,18
11135,8
11136,4
11137,5
11138,8
11139,17
11140,12
11141,11
11142,14
11143,9
11144,13
11145,7
11146,14
11147,18
11148,12
11149,8
11150,4
11151,5
11152,5
11153,2
11154,5
11155,12
11156,7
11157,9
11158,2
11159,6
11160,10
11161,18
11162,3
11163,19
11164,11
11165,11
11166,4
11167,17
11168,9
11169,0
11170,15
11171,14
11172,19
11173,15
11174,16
11175,5
11176,0
11177,8
11178,7
11179,16
11180,2
11181,7
11182,13
11183,13
11184,2
11185,16
11186,10
11187,7
11188,11
11189,8
11190,6
11191,10
11192,2
11193,11
11194,15
11195,17
11196,14
11197,17
11198,7
11199,5
11200,10
11201,18
11202,11
11203,6
11204,6
11205,19
11206,2
11207,16
11208,1
11209,15
11210,17
11211,1
11212,7
11213,9
11214,19
11215,2
11216,17
11217,3
11218,18
11219,6
11220,6
11221,1
11222,19
11223,13
11224,2
11225,4
11226,13
11227,17
11228,17
11229,4
11230,2
11231,9
11232,18
11233,4
11234,9
11235,12
11236,12
11237,9
11238,15
11239,6
11240,4
11241,19
11242,19
11243,3
11244,11
11245,12
11246,17
11247,0
11248,10
11249,12
11250,0
11251,14
11252,13
11253,14
11254,3
11255,8
11256,12
11257,4
11258,0
11259,10
11260,7
11261,6
11262,9
11263,2
11264,4
11265,16
11266,14
11267,1
11268,8
11269,4
11270,6
11271,17
11272,9
11273,15
11274,5
11275,9
11276,5
11277,18
11278,12
11279,4
11280,14
11281,13
11282,3
11283,18
11284,5
11285,8
11286,7
11287,15
11288,1
11289,9
11290,16
11291,5
11292,2
11293,2
11294,12
11295,8
11296,13
11297,13
11298,16
11299,11
11300,0
11301,4
11302,10
11303,15
11304,15
11305,6
11306,5
11307,15
11308,7
11309,17
11310,13
11311,9
11312,4
11313,9
